HGNC symbol,GO term name
SLC23A3,plasma membrane region
SLC23A3,hypoxanthine transport
SLC23A3,
SLC24A1,
SLC24A1,membrane
SLC24A1,transmembrane transport
SLC24A1,visual perception
SLC24A1,calcium ion transport
SLC24A1,"calcium, potassium:sodium antiporter activity"
SLC24A1,antiporter activity
SLC24A1,sodium ion transmembrane transport
SLC24A1,potassium ion transmembrane transport
SLC24A1,response to stimulus
SLC24A1,plasma membrane
SLC24A1,monoatomic ion transport
SLC24A1,symporter activity
SLC24A1,protein binding
SLC24A1,cellular calcium ion homeostasis
SLC24A1,neuronal cell body
SLC24A1,calcium ion transmembrane transport
SLC24A1,long-term synaptic potentiation
SLC24A1,calcium channel activity
SLC24A1,response to light intensity
SLC24A1,long-term synaptic depression
SLC24A1,calcium ion import across plasma membrane
SLC24A1,outer membrane
SLC24A1,cell surface
SLC24A2,membrane
SLC24A2,transmembrane transport
SLC24A2,plasma membrane
SLC24A2,monoatomic ion transport
SLC24A2,symporter activity
SLC24A2,potassium ion transport
SLC24A2,antiporter activity
SLC24A2,sodium ion transport
SLC24A2,calcium ion transport
SLC24A2,cellular calcium ion homeostasis
SLC24A2,"calcium, potassium:sodium antiporter activity"
SLC24A2,calcium ion transmembrane transport
SLC24A2,long-term synaptic potentiation
SLC24A2,photoreceptor inner segment
SLC24A2,potassium ion transmembrane transport
SLC24A2,calcium channel activity
SLC24A2,sodium ion transmembrane transport
SLC24A2,long-term synaptic depression
SLC24A2,calcium ion import across plasma membrane
SLC24A2,monoatomic ion transmembrane transport
SLC24A2,calcium ion import
SLC24A2,phototransduction
SLC24A2,cone photoresponse recovery
SLC24A2,cellular response to high light intensity
SLC24A2,learning
SLC24A2,memory
SLC24A2,establishment of localization in cell
SLC24A2,neuron cellular homeostasis
SLC24A3,membrane
SLC24A3,transmembrane transport
SLC24A3,negative regulation of gene expression
SLC24A3,plasma membrane
SLC24A3,monoatomic ion transport
SLC24A3,symporter activity
SLC24A3,potassium ion transport
SLC24A3,antiporter activity
SLC24A3,sodium ion transport
SLC24A3,calcium ion transport
SLC24A3,cellular calcium ion homeostasis
SLC24A3,"calcium, potassium:sodium antiporter activity"
SLC24A3,positive regulation of gene expression
SLC24A3,transport across blood-brain barrier
SLC24A3,calcium ion transmembrane transport
SLC24A3,potassium ion transmembrane transport
SLC24A3,calcium channel activity
SLC24A3,sodium ion transmembrane transport
SLC24A3,cell periphery
SLC24A3,bone mineralization
SLC24A4,membrane
SLC24A4,transmembrane transport
SLC24A4,cytoplasm
SLC24A4,response to stimulus
SLC24A4,plasma membrane
SLC24A4,monoatomic ion transport
SLC24A4,symporter activity
SLC24A4,potassium ion transport
SLC24A4,antiporter activity
SLC24A4,sodium ion transport
SLC24A4,calcium ion transport
SLC24A4,sensory perception of smell
SLC24A4,cellular calcium ion homeostasis
SLC24A4,"calcium, potassium:sodium antiporter activity"
SLC24A4,vesicle
SLC24A4,apical plasma membrane
SLC24A4,calcium ion transmembrane transport
SLC24A4,potassium ion transmembrane transport
SLC24A4,calcium channel activity
SLC24A4,sodium ion transmembrane transport
SLC24A4,calcium ion import across plasma membrane
SLC24A4,response to melanocyte-stimulating hormone
SLC24A4,amelogenesis
SLC24A4,calcium-dependent protein binding
SLC24A4,negative regulation of calcium-mediated signaling
SLC24A4,regulation of signaling receptor activity
SLC24A4,regulation of eating behavior
SLC24A4,calmodulin binding
SLC24A4,olfactory nerve maturation
SLC24A4,detection of chemical stimulus involved in sensory perception of smell
SLC24A4,response to odorant
SLC24A4,phototransduction
SLC24A4,regulation of G protein-coupled receptor signaling pathway
SLC24A4,drinking behavior
SLC24A4,enamel mineralization
SLC24A4,response to high light intensity
SLC24A4,cone photoresponse recovery
SLC24A4,calcium ion homeostasis
SLC24A4,membrane repolarization
SLC24A4,calcium ion export across plasma membrane
SLC24A4,cone photoreceptor outer segment
SLC24A4,positive regulation of gene expression
SLC24A4,cellular response to high light intensity
SLC24A4,
SLC24A5,membrane
SLC24A5,transmembrane transport
SLC24A5,response to stimulus
SLC24A5,Golgi apparatus
SLC24A5,monoatomic ion transport
SLC24A5,symporter activity
SLC24A5,potassium ion transport
SLC24A5,protein binding
SLC24A5,antiporter activity
SLC24A5,sodium ion transport
SLC24A5,sodium ion transmembrane transport
SLC24A5,potassium ion transmembrane transport
SLC24A5,melanosome
SLC24A5,calcium ion transport
SLC24A5,trans-Golgi network
SLC24A5,cellular calcium ion homeostasis
SLC24A5,"calcium, potassium:sodium antiporter activity"
SLC24A5,trans-Golgi network membrane
SLC24A5,calcium ion transmembrane transport
SLC24A5,calcium channel activity
SLC24A5,melanocyte differentiation
SLC24A5,monoatomic ion transmembrane transport
SLC24A5,calcium ion transmembrane transporter activity
SLC24A5,melanin biosynthetic process
SLC24A5,negative regulation of melanin biosynthetic process
SLC24A5,calcium ion import
SLC24A5,
SLC25A1,transmembrane transport
SLC25A1,nucleus
SLC25A1,membrane
SLC25A1,mitochondrion
SLC25A1,mitochondrial inner membrane
SLC25A1,antiporter activity
SLC25A1,extracellular exosome
SLC25A1,fatty-acyl-CoA biosynthetic process
SLC25A1,gluconeogenesis
SLC25A1,citrate transmembrane transporter activity
SLC25A1,tricarboxylic acid transmembrane transporter activity
SLC25A1,citrate secondary active transmembrane transporter activity
SLC25A1,mitochondrial citrate transmembrane transport
SLC25A1,
SLC25A10,membrane
SLC25A10,nucleoplasm
SLC25A10,mitochondrion
SLC25A10,
SLC25A10,mitochondrial transport
SLC25A10,mitochondrial membrane
SLC25A10,nucleus
SLC25A10,mitochondrial inner membrane
SLC25A10,lipid transport
SLC25A10,protein binding
SLC25A10,antiporter activity
SLC25A10,transmembrane transport
SLC25A10,sulfate transmembrane transport
SLC25A10,phosphate ion transmembrane transporter activity
SLC25A10,sulfate transmembrane transporter activity
SLC25A10,thiosulfate transmembrane transporter activity
SLC25A10,malate transmembrane transporter activity
SLC25A10,succinate transmembrane transporter activity
SLC25A10,secondary active transmembrane transporter activity
SLC25A10,phosphate ion transport
SLC25A10,sulfate transport
SLC25A10,thiosulfate transport
SLC25A10,malate transport
SLC25A10,succinate transport
SLC25A10,phosphate ion transmembrane transport
SLC25A10,glyceraldehyde-3-phosphate biosynthetic process
SLC25A10,succinate transmembrane transport
SLC25A10,malate transmembrane transport
SLC25A10,monoatomic ion transport
SLC25A10,gluconeogenesis
SLC25A10,oxaloacetate(2-) transmembrane transport
SLC25A10,oxaloacetate transmembrane transporter activity
SLC25A10,oxaloacetate transport
SLC25A10,"sulfide oxidation, using sulfide:quinone oxidoreductase"
SLC25A10,dicarboxylic acid transmembrane transporter activity
SLC25A10,dicarboxylic acid transport
SLC25A11,nucleus
SLC25A11,RNA binding
SLC25A11,membrane
SLC25A11,mitochondrion
SLC25A11,mitochondrial inner membrane
SLC25A11,lipid transport
SLC25A11,protein binding
SLC25A11,antiporter activity
SLC25A11,sulfate transmembrane transport
SLC25A11,malate transmembrane transport
SLC25A11,plasma membrane
SLC25A11,sulfate transmembrane transporter activity
SLC25A11,phosphate ion transmembrane transport
SLC25A11,oxaloacetate(2-) transmembrane transport
SLC25A11,thiosulfate transmembrane transporter activity
SLC25A11,oxaloacetate transmembrane transporter activity
SLC25A11,malate transmembrane transporter activity
SLC25A11,succinate transmembrane transporter activity
SLC25A11,oxoglutarate:malate antiporter activity
SLC25A11,gluconeogenesis
SLC25A11,sulfate transport
SLC25A11,thiosulfate transport
SLC25A11,oxaloacetate transport
SLC25A11,alpha-ketoglutarate transport
SLC25A11,succinate transmembrane transport
SLC25A11,
SLC25A12,transmembrane transport
SLC25A12,calcium ion binding
SLC25A12,
SLC25A12,membrane
SLC25A12,metal ion binding
SLC25A12,mitochondrion
SLC25A12,mitochondrial inner membrane
SLC25A12,identical protein binding
SLC25A12,proton transmembrane transport
SLC25A12,protein binding
SLC25A12,antiporter activity
SLC25A12,nitrogen compound transport
SLC25A12,organic anion transmembrane transporter activity
SLC25A12,L-glutamate transmembrane transporter activity
SLC25A12,neutral amino acid transport
SLC25A12,L-glutamate transmembrane transport
SLC25A12,gluconeogenesis
SLC25A12,response to calcium ion
SLC25A12,"3-sulfino-L-alanine: proton, glutamate antiporter activity"
SLC25A12,"aspartate:glutamate, proton antiporter activity"
SLC25A12,acidic amino acid transmembrane transporter activity
SLC25A12,L-aspartate transmembrane transporter activity
SLC25A12,aspartate family amino acid metabolic process
SLC25A12,aspartate transmembrane transport
SLC25A12,malate-aspartate shuttle
SLC25A12,L-aspartate transmembrane transport
SLC25A12,modified amino acid transport
SLC25A12,mitochondrial calcium ion transmembrane transport
SLC25A13,transmembrane transport
SLC25A13,calcium ion binding
SLC25A13,membrane
SLC25A13,metal ion binding
SLC25A13,plasma membrane
SLC25A13,mitochondrion
SLC25A13,mitochondrial inner membrane
SLC25A13,identical protein binding
SLC25A13,proton transmembrane transport
SLC25A13,antiporter activity
SLC25A13,nitrogen compound transport
SLC25A13,organic anion transmembrane transporter activity
SLC25A13,ATP biosynthetic process
SLC25A13,L-glutamate transmembrane transporter activity
SLC25A13,neutral amino acid transport
SLC25A13,L-glutamate transmembrane transport
SLC25A13,cellular respiration
SLC25A13,gluconeogenesis
SLC25A13,response to calcium ion
SLC25A13,mitochondrial transport
SLC25A13,"3-sulfino-L-alanine: proton, glutamate antiporter activity"
SLC25A13,"aspartate:glutamate, proton antiporter activity"
SLC25A13,acidic amino acid transmembrane transporter activity
SLC25A13,L-aspartate transmembrane transporter activity
SLC25A13,aspartate family amino acid metabolic process
SLC25A13,aspartate transmembrane transport
SLC25A13,malate-aspartate shuttle
SLC25A13,L-aspartate transmembrane transport
SLC25A13,modified amino acid transport
SLC25A13,
SLC25A14,mitochondrial transport
SLC25A14,mitochondrial membrane
SLC25A14,membrane
SLC25A14,mitochondrion
SLC25A14,mitochondrial inner membrane
SLC25A14,transmembrane transport
SLC25A14,protein homodimerization activity
SLC25A14,proton transmembrane transport
SLC25A14,chloride transmembrane transport
SLC25A14,inorganic anion transport
SLC25A14,transmembrane transporter activity
SLC25A14,plasma membrane
SLC25A14,chloride transmembrane transporter activity
SLC25A14,solute:inorganic anion antiporter activity
SLC25A14,proton transmembrane transporter activity
SLC25A14,aerobic respiration
SLC25A14,regulation of cellular response to oxidative stress
SLC25A14,
SLC25A14,mitochondrial envelope
SLC25A15,
SLC25A15,membrane
SLC25A15,mitochondrion
SLC25A15,mitochondrial inner membrane
SLC25A15,antiporter activity
SLC25A15,mitochondrial membrane
SLC25A15,L-arginine transmembrane transporter activity
SLC25A15,L-ornithine transmembrane transporter activity
SLC25A15,L-lysine transmembrane transporter activity
SLC25A15,L-arginine transmembrane transport
SLC25A15,urea cycle
SLC25A15,L-lysine transmembrane transport
SLC25A15,mitochondrial L-ornithine transmembrane transport
SLC25A16,transmembrane transport
SLC25A16,mitochondrial inner membrane
SLC25A16,membrane
SLC25A16,mitochondrion
SLC25A16,antiporter activity
SLC25A16,coenzyme A transmembrane transporter activity
SLC25A16,mitochondrial transport
SLC25A16,secondary active transmembrane transporter activity
SLC25A16,coenzyme A biosynthetic process
SLC25A16,mitochondrial coenzyme A transmembrane transport
SLC25A16,
SLC25A17,membrane
SLC25A17,
SLC25A17,transmembrane transport
SLC25A17,cytoplasm
SLC25A17,peroxisome
SLC25A17,peroxisomal membrane
SLC25A17,protein binding
SLC25A17,antiporter activity
SLC25A17,cytosol
SLC25A17,chaperone binding
SLC25A17,fatty acid alpha-oxidation
SLC25A17,adenine nucleotide transmembrane transporter activity
SLC25A17,ATP transmembrane transporter activity
SLC25A17,ADP transmembrane transporter activity
SLC25A17,coenzyme A transmembrane transporter activity
SLC25A17,FAD transmembrane transporter activity
SLC25A17,FMN transmembrane transporter activity
SLC25A17,NAD transmembrane transporter activity
SLC25A17,AMP transmembrane transporter activity
SLC25A17,fatty acid beta-oxidation
SLC25A17,ADP transport
SLC25A17,ATP transport
SLC25A17,fatty acid transport
SLC25A17,coenzyme A transmembrane transport
SLC25A17,FAD transmembrane transport
SLC25A17,NAD transmembrane transport
SLC25A17,AMP transport
SLC25A17,nucleotide transmembrane transport
SLC25A17,mitochondrial inner membrane
SLC25A17,ATP:ADP antiporter activity
SLC25A17,mitochondrial ADP transmembrane transport
SLC25A17,mitochondrial ATP transmembrane transport
SLC25A17,mitochondrion
SLC25A18,transmembrane transport
SLC25A18,membrane
SLC25A18,mitochondrion
SLC25A18,mitochondrial inner membrane
SLC25A18,symporter activity
SLC25A18,proton transmembrane transport
SLC25A18,protein binding
SLC25A18,L-glutamate transmembrane transporter activity
SLC25A18,monoatomic ion transport
SLC25A18,L-glutamate transmembrane transport
SLC25A18,L-aspartate transmembrane transporter activity
SLC25A18,aspartate transmembrane transport
SLC25A18,malate-aspartate shuttle
SLC25A18,L-aspartate transmembrane transport
SLC25A18,amino acid:proton symporter activity
SLC25A18,
SLC25A19,nucleus
SLC25A19,membrane
SLC25A19,transmembrane transport
SLC25A19,mitochondrion
SLC25A19,antiporter activity
SLC25A19,mitochondrial membrane
SLC25A19,mitochondrial inner membrane
SLC25A19,thiamine transmembrane transporter activity
SLC25A19,thiamine-containing compound metabolic process
SLC25A19,thiamine pyrophosphate transmembrane transporter activity
SLC25A19,thiamine pyrophosphate transmembrane transport
SLC25A19,deoxynucleotide transmembrane transporter activity
SLC25A19,deoxynucleotide transport
SLC25A19,thiamine diphosphate biosynthetic process
SLC25A19,
SLC25A2,membrane
SLC25A2,mitochondrion
SLC25A2,mitochondrial inner membrane
SLC25A2,protein binding
SLC25A2,antiporter activity
SLC25A2,mitochondrial membrane
SLC25A2,L-arginine transmembrane transporter activity
SLC25A2,L-ornithine transmembrane transporter activity
SLC25A2,L-lysine transmembrane transporter activity
SLC25A2,L-ornithine transmembrane transport
SLC25A2,L-arginine transmembrane transport
SLC25A2,urea cycle
SLC25A2,L-lysine transmembrane transport
SLC25A2,mitochondrial L-ornithine transmembrane transport
SLC25A2,ornithine metabolic process
SLC25A20,membrane
SLC25A20,cytosol
SLC25A20,mitochondrion
SLC25A20,mitochondrial inner membrane
SLC25A20,lipid transport
SLC25A20,protein binding
SLC25A20,acyl carnitine transmembrane transporter activity
SLC25A20,in utero embryonic development
SLC25A20,mitochondrial transport
SLC25A20,carnitine shuttle
SLC25A20,carnitine transmembrane transport
SLC25A20,acyl carnitine transmembrane transport
SLC25A20,mitochondrial envelope
SLC25A20,
SLC25A21,transmembrane transport
SLC25A21,membrane
SLC25A21,mitochondrion
SLC25A21,mitochondrial inner membrane
SLC25A21,lipid transport
SLC25A21,antiporter activity
SLC25A21,lysine catabolic process
SLC25A21,alpha-ketoglutarate transmembrane transporter activity
SLC25A21,mitochondrial alpha-ketoglutarate transmembrane transport
SLC25A21,
SLC25A22,transmembrane transport
SLC25A22,membrane
SLC25A22,mitochondrion
SLC25A22,mitochondrial inner membrane
SLC25A22,symporter activity
SLC25A22,proton transmembrane transport
SLC25A22,regulation of insulin secretion
SLC25A22,L-glutamate transmembrane transporter activity
SLC25A22,monoatomic ion transport
SLC25A22,L-glutamate transmembrane transport
SLC25A22,L-aspartate transmembrane transporter activity
SLC25A22,aspartate transmembrane transport
SLC25A22,malate-aspartate shuttle
SLC25A22,L-aspartate transmembrane transport
SLC25A22,amino acid:proton symporter activity
SLC25A22,
SLC25A23,membrane
SLC25A23,transmembrane transport
SLC25A23,metal ion binding
SLC25A23,mitochondrion
SLC25A23,mitochondrial inner membrane
SLC25A23,calcium ion binding
SLC25A23,protein binding
SLC25A23,antiporter activity
SLC25A23,nitrogen compound transport
SLC25A23,organic anion transmembrane transporter activity
SLC25A23,ATP transmembrane transporter activity
SLC25A23,mitochondrial calcium ion transmembrane transport
SLC25A23,regulation of cellular hyperosmotic salinity response
SLC25A23,adenine nucleotide transmembrane transporter activity
SLC25A23,adenine nucleotide transport
SLC25A23,mitochondrial ATP transmembrane transport
SLC25A23,positive regulation of mitochondrial calcium ion concentration
SLC25A23,
SLC25A23,ADP transport
SLC25A23,ATP transport
SLC25A23,calcium import into the mitochondrion
SLC25A23,regulation of oxidative phosphorylation
SLC25A23,renal system process
SLC25A23,regulation of cellular respiration
SLC25A23,regulation of sequestering of calcium ion
SLC25A23,cellular response to calcium ion
SLC25A24,transmembrane transport
SLC25A24,calcium ion binding
SLC25A24,mitochondrial inner membrane
SLC25A24,membrane
SLC25A24,metal ion binding
SLC25A24,mitochondrion
SLC25A24,antiporter activity
SLC25A24,nitrogen compound transport
SLC25A24,organic anion transmembrane transporter activity
SLC25A24,cellular response to oxidative stress
SLC25A24,cellular response to calcium ion
SLC25A24,ATP transmembrane transporter activity
SLC25A24,mitochondrial transport
SLC25A24,adenine nucleotide transmembrane transporter activity
SLC25A24,adenine nucleotide transport
SLC25A24,mitochondrial ATP transmembrane transport
SLC25A24,
SLC25A24,ADP transport
SLC25A24,ATP transport
SLC25A24,organic anion transport
SLC25A25,transmembrane transport
SLC25A25,calcium ion binding
SLC25A25,mitochondrial inner membrane
SLC25A25,membrane
SLC25A25,metal ion binding
SLC25A25,mitochondrion
SLC25A25,antiporter activity
SLC25A25,nitrogen compound transport
SLC25A25,organic anion transmembrane transporter activity
SLC25A25,ATP transmembrane transporter activity
SLC25A25,
SLC25A25,ADP transport
SLC25A25,ATP transport
SLC25A25,response to dietary excess
SLC25A25,response to activity
SLC25A25,response to food
SLC25A25,multicellular organism growth
SLC25A25,camera-type eye development
SLC25A25,cellular respiration
SLC25A25,ATP metabolic process
SLC25A25,adipose tissue development
SLC25A25,calcium ion transmembrane transport
SLC25A25,organic anion transport
SLC25A26,membrane
SLC25A26,mitochondrion
SLC25A26,mitochondrial inner membrane
SLC25A26,antiporter activity
SLC25A26,macromolecule methylation
SLC25A26,L-alpha-amino acid transmembrane transport
SLC25A26,monoatomic ion transport
SLC25A26,modified amino acid transport
SLC25A26,S-adenosyl-L-methionine transmembrane transporter activity
SLC25A26,
SLC25A26,S-adenosyl-L-methionine transport
SLC25A26,purine nucleoside transmembrane transport
SLC25A26,mitochondrial S-adenosyl-L-methionine transmembrane transport
SLC25A27,membrane
SLC25A27,mitochondrion
SLC25A27,mitochondrial inner membrane
SLC25A27,protein homodimerization activity
SLC25A27,proton transmembrane transport
SLC25A27,transmembrane transport
SLC25A27,chloride transmembrane transport
SLC25A27,transmembrane transporter activity
SLC25A27,mitochondrial membrane
SLC25A27,chloride transmembrane transporter activity
SLC25A27,proton transmembrane transporter activity
SLC25A27,response to cold
SLC25A27,positive regulation of cell population proliferation
SLC25A27,negative regulation of mitochondrial membrane potential
SLC25A27,cellular triglyceride homeostasis
SLC25A27,negative regulation of apoptotic process
SLC25A27,negative regulation of neuron apoptotic process
SLC25A27,regulation of glucose import
SLC25A27,inner ear development
SLC25A27,negative regulation of mitochondrial calcium ion concentration
SLC25A27,neuronal cell body
SLC25A27,apical part of cell
SLC25A27,
SLC25A28,membrane
SLC25A28,monoatomic ion transport
SLC25A28,mitochondrion
SLC25A28,mitochondrial inner membrane
SLC25A28,mitochondrial membrane
SLC25A28,iron ion transport
SLC25A28,ferrous iron transmembrane transporter activity
SLC25A28,iron import into the mitochondrion
SLC25A28,
SLC25A29,transmembrane transport
SLC25A29,membrane
SLC25A29,mitochondrion
SLC25A29,mitochondrial inner membrane
SLC25A29,amino acid transport
SLC25A29,L-arginine transmembrane transport
SLC25A29,basic amino acid transmembrane transporter activity
SLC25A29,high-affinity L-arginine transmembrane transporter activity
SLC25A29,high-affinity lysine transmembrane transporter activity
SLC25A29,ornithine transport
SLC25A29,L-histidine transmembrane transport
SLC25A29,L-lysine transmembrane transport
SLC25A29,mitochondrial L-ornithine transmembrane transport
SLC25A29,acyl carnitine transport
SLC25A29,
SLC25A3,inorganic phosphate transmembrane transporter activity
SLC25A3,mitochondrial phosphate ion transmembrane transport
SLC25A3,membrane
SLC25A3,mitochondrion
SLC25A3,mitochondrial inner membrane
SLC25A3,symporter activity
SLC25A3,proton transmembrane transport
SLC25A3,protein binding
SLC25A3,extracellular exosome
SLC25A3,plasma membrane
SLC25A3,protein-containing complex binding
SLC25A3,phosphate ion transmembrane transport
SLC25A3,phosphate:proton symporter activity
SLC25A3,
SLC25A30,
SLC25A30,mitochondrial transport
SLC25A30,mitochondrial membrane
SLC25A30,membrane
SLC25A30,mitochondrion
SLC25A30,mitochondrial inner membrane
SLC25A30,transmembrane transport
SLC25A30,inorganic anion transport
SLC25A30,protein binding
SLC25A30,molecular_function
SLC25A30,biological_process
SLC25A30,transmembrane transporter activity
SLC25A30,solute:inorganic anion antiporter activity
SLC25A31,transmembrane transport
SLC25A31,mitochondrial inner membrane
SLC25A31,ATP:ADP antiporter activity
SLC25A31,mitochondrial ADP transmembrane transport
SLC25A31,mitochondrial ATP transmembrane transport
SLC25A31,nucleus
SLC25A31,membrane
SLC25A31,cell projection
SLC25A31,plasma membrane
SLC25A31,cilium
SLC25A31,motile cilium
SLC25A31,mitochondrion
SLC25A31,cell differentiation
SLC25A31,protein binding
SLC25A31,antiporter activity
SLC25A31,spermatogenesis
SLC25A31,male meiosis I
SLC25A31,regulation of mitochondrial membrane permeability
SLC25A31,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
SLC25A31,mitochondrial permeability transition pore complex
SLC25A32,membrane
SLC25A32,transmembrane transport
SLC25A32,nucleotide transport
SLC25A32,mitochondrial transport
SLC25A32,mitochondrial membrane
SLC25A32,mitochondrion
SLC25A32,mitochondrial inner membrane
SLC25A32,FAD transmembrane transporter activity
SLC25A32,folic acid transmembrane transporter activity
SLC25A32,folic acid metabolic process
SLC25A32,folic acid transport
SLC25A32,folate import into mitochondrion
SLC25A32,mitochondrial FAD transmembrane transport
SLC25A32,
SLC25A33,membrane
SLC25A33,mitochondrion
SLC25A33,mitochondrial inner membrane
SLC25A33,mitochondrial membrane
SLC25A33,positive regulation of cell population proliferation
SLC25A33,mitochondrion organization
SLC25A33,mitochondrial respiratory chain complex III assembly
SLC25A33,mitochondrial transcription
SLC25A33,cellular response to insulin stimulus
SLC25A33,positive regulation of cell growth
SLC25A33,mitochondrial genome maintenance
SLC25A33,regulation of oxidative phosphorylation
SLC25A33,regulation of mitochondrial membrane potential
SLC25A33,regulation of reactive oxygen species biosynthetic process
SLC25A33,cellular response to insulin-like growth factor stimulus
SLC25A33,pyrimidine nucleotide transmembrane transporter activity
SLC25A33,pyrimidine nucleotide transport
SLC25A33,pyrimidine nucleotide import into mitochondrion
SLC25A33,mitochondria-nucleus signaling pathway
SLC25A34,membrane
SLC25A34,mitochondrion
SLC25A34,mitochondrial inner membrane
SLC25A34,blastocyst hatching
SLC25A34,
SLC25A35,membrane
SLC25A35,mitochondrion
SLC25A35,mitochondrial inner membrane
SLC25A35,protein binding
SLC25A35,
SLC25A36,transmembrane transport
SLC25A36,membrane
SLC25A36,mitochondrion
SLC25A36,mitochondrial inner membrane
SLC25A36,mitochondrion organization
SLC25A36,mitochondrial genome maintenance
SLC25A36,regulation of mitochondrial membrane potential
SLC25A36,pyrimidine nucleotide transmembrane transporter activity
SLC25A36,pyrimidine nucleotide transport
SLC25A36,pyrimidine nucleotide import into mitochondrion
SLC25A36,
SLC25A37,membrane
SLC25A37,monoatomic ion transport
SLC25A37,mitochondrion
SLC25A37,mitochondrial inner membrane
SLC25A37,protein binding
SLC25A37,mitochondrial membrane
SLC25A37,iron ion transport
SLC25A37,ferrous iron transmembrane transporter activity
SLC25A37,iron import into the mitochondrion
SLC25A37,positive regulation of hemoglobin biosynthetic process
SLC25A37,iron ion transmembrane transporter activity
SLC25A37,
SLC25A38,mitochondrial inner membrane
SLC25A38,glycine transmembrane transporter activity
SLC25A38,glycine import into mitochondrion
SLC25A38,membrane
SLC25A38,mitochondrion
SLC25A38,heme biosynthetic process
SLC25A38,erythrocyte differentiation
SLC25A38,
SLC25A39,mitochondrial transmembrane transport
SLC25A39,membrane
SLC25A39,mitochondrion
SLC25A39,mitochondrial inner membrane
SLC25A39,heme biosynthetic process
SLC25A39,glutathione import into mitochondrion
SLC25A39,
SLC25A39,transmembrane transport
SLC25A4,transmembrane transport
SLC25A4,mitochondrial inner membrane
SLC25A4,ATP:ADP antiporter activity
SLC25A4,mitochondrial ADP transmembrane transport
SLC25A4,mitochondrial ATP transmembrane transport
SLC25A4,protein binding
SLC25A4,membrane
SLC25A4,mitochondrion
SLC25A4,proton transmembrane transport
SLC25A4,antiporter activity
SLC25A4,mitochondrial membrane
SLC25A4,proton transmembrane transporter activity
SLC25A4,oxidative phosphorylation uncoupler activity
SLC25A4,apoptotic mitochondrial changes
SLC25A4,regulation of mitochondrial membrane permeability
SLC25A4,positive regulation of mitophagy
SLC25A4,adaptive thermogenesis
SLC25A4,mitochondrial permeability transition pore complex
SLC25A4,plasma membrane
SLC25A4,generation of precursor metabolites and energy
SLC25A4,adenine transmembrane transporter activity
SLC25A4,adenine transport
SLC25A4,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
SLC25A4,mitochondrial genome maintenance
SLC25A4,ADP transport
SLC25A4,negative regulation of necroptotic process
SLC25A40,transmembrane transport
SLC25A40,mitochondrial transmembrane transport
SLC25A40,membrane
SLC25A40,mitochondrion
SLC25A40,mitochondrial inner membrane
SLC25A40,erythrocyte development
SLC25A40,
SLC25A41,transmembrane transport
SLC25A41,membrane
SLC25A41,mitochondrion
SLC25A41,mitochondrial inner membrane
SLC25A41,ATP transmembrane transporter activity
SLC25A41,ADP transmembrane transporter activity
SLC25A41,ATP transport
SLC25A41,mitochondrial ADP transmembrane transport
SLC25A41,mitochondrial ATP transmembrane transport
SLC25A41,ADP transport
SLC25A42,transmembrane transport
SLC25A42,mitochondrial inner membrane
SLC25A42,nucleus
SLC25A42,membrane
SLC25A42,mitochondrion
SLC25A42,protein binding
SLC25A42,ADP transmembrane transporter activity
SLC25A42,coenzyme A transmembrane transporter activity
SLC25A42,AMP transmembrane transporter activity
SLC25A42,ADP phosphatase activity
SLC25A42,ATP transport
SLC25A42,ADP transport
SLC25A42,ATP transmembrane transporter activity
SLC25A42,coenzyme A transmembrane transport
SLC25A42,AMP transport
SLC25A42,
SLC25A43,transmembrane transport
SLC25A43,membrane
SLC25A43,mitochondrion
SLC25A43,mitochondrial inner membrane
SLC25A43,
SLC25A44,transmembrane transport
SLC25A44,mitochondrion
SLC25A44,branched-chain amino acid transmembrane transporter activity
SLC25A44,branched-chain amino acid catabolic process
SLC25A44,membrane
SLC25A44,branched-chain amino acid transport
SLC25A44,mitochondrial membrane
SLC25A44,amino acid transport
SLC25A44,regulation of cold-induced thermogenesis
SLC25A44,
SLC25A45,
SLC25A45,transmembrane transport
SLC25A45,membrane
SLC25A45,mitochondrion
SLC25A45,mitochondrial inner membrane
SLC25A45,transmembrane transporter activity
SLC25A46,
SLC25A46,mitochondrial outer membrane
SLC25A46,mitochondrial membrane fission
SLC25A46,membrane
SLC25A46,mitochondrion
SLC25A46,protein binding
SLC25A46,mitochondrial fission
SLC25A46,protein-containing complex assembly
SLC25A46,phospholipid homeostasis
SLC25A46,protein-containing complex binding
SLC25A46,axon development
SLC25A46,cristae formation
SLC25A46,respiratory chain complex IV assembly
SLC25A46,autophagy of mitochondrion
SLC25A46,mitochondrial transport
SLC25A46,mitochondrion organization
SLC25A46,synapse assembly
SLC25A46,dendrite development
SLC25A46,optic nerve development
SLC25A46,cerebellar Purkinje cell differentiation
SLC25A46,myelination in peripheral nervous system
SLC25A46,locomotion involved in locomotory behavior
SLC25A46,peripheral nervous system neuron axonogenesis
SLC25A47,transmembrane transport
SLC25A47,membrane
SLC25A47,mitochondrion
SLC25A47,mitochondrial inner membrane
SLC25A47,mitochondrial outer membrane
SLC25A47,acetyl-CoA transmembrane transporter activity
SLC25A47,NAD transmembrane transporter activity
SLC25A47,acetyl-CoA transport
